BTC FULL CHAIN — REVERSE SOLVED FROM ZERO SPACE
nos3bl33d / (DFG) DeadFoxGroup | x^2 = x + 1
Generated 2026-04-10 22:54:47 UTC

METHOD: Start from zero space, reverse the axiom at each step
  Pentagon rotation: 72 deg = 530,887,154 nonces per difficulty adjustment
  Triangle rotation: 120 deg = 884,811,923 nonces per halvening
  Difficulty periods per halvening: 210000/2016 = 104.17
  Genesis nonce: 2083236893

STEP  BLOCK_HEIGHT  HALVENING  DIRECTION  NONCE_PRED      MIRROR          ROTATION_ACC
2436     4,910,976         23  FUTURE      2,076,950,750   3,737,176,955       6,286,143
2437     4,912,992         23  FUTURE      1,546,063,596   3,960,350,556     537,173,297
2438     4,915,008         23  FUTURE      1,015,176,442   4,200,366,652   1,068,060,451
2439     4,917,024         23  FUTURE        484,289,288     145,480,988   1,598,947,605
2440     4,919,040         23  FUTURE      4,248,369,430     385,431,805   2,129,834,759
2441     4,921,056         23  FUTURE      3,717,482,276     608,670,941   2,660,721,913
2442     4,923,072         23  FUTURE      3,186,595,122     848,687,037   3,191,609,067
2443     4,925,088         23  FUTURE      2,655,707,968   1,088,637,598   3,722,496,221
2444     4,927,104         23  FUTURE      2,124,820,814   1,311,876,734   4,253,383,375
2445     4,929,120         23  FUTURE      1,593,933,660   1,551,827,295     489,303,233
2446     4,931,136         23  FUTURE      1,063,046,506   1,791,843,391   1,020,190,387
2447     4,933,152         23  FUTURE        532,159,352   2,015,082,527   1,551,077,541
2448     4,935,168         23  FUTURE          1,272,198   2,255,033,088   2,081,964,695
2449     4,937,184         23  FUTURE      3,765,352,340   2,495,049,440   2,612,851,849
2450     4,939,200         23  FUTURE      3,234,465,186   2,718,288,576   3,143,739,003
2451     4,941,216         23  FUTURE      2,703,578,032   2,958,239,137   3,674,626,157
2452     4,943,232         23  FUTURE      2,172,690,878   3,198,255,233   4,205,513,311
2453     4,945,248         23  FUTURE      1,641,803,724   3,438,271,329     441,433,169
2454     4,947,264         23  FUTURE      1,110,916,570   3,661,444,930     972,320,323
2455     4,949,280         23  FUTURE        580,029,416   3,901,461,026   1,503,207,477
2456     4,951,296         23  FUTURE         49,142,262   4,141,477,122   2,034,094,631
2457     4,953,312         23  FUTURE      3,813,222,404      69,749,219   2,564,981,785
2458     4,955,328         23  FUTURE      3,282,335,250     309,765,315   3,095,868,939
2459     4,957,344         23  FUTURE      2,751,448,096     549,781,411   3,626,756,093
2460     4,959,360         23  FUTURE      2,220,560,942     772,955,012   4,157,643,247
2461     4,961,376         23  FUTURE      1,689,673,788   1,012,971,108     393,563,105
2462     4,963,392         23  FUTURE      1,158,786,634   1,252,921,669     924,450,259
2463     4,965,408         23  FUTURE        627,899,480   1,492,937,765   1,455,337,413
2464     4,967,424         23  FUTURE         97,012,326   1,716,176,901   1,986,224,567
2465     4,969,440         23  FUTURE      3,861,092,468   1,956,127,718   2,517,111,721
2466     4,971,456         23  FUTURE      3,330,205,314   2,196,143,814   3,047,998,875
2467     4,973,472         23  FUTURE      2,799,318,160   2,419,382,950   3,578,886,029
2468     4,975,488         23  FUTURE      2,268,431,006   2,659,333,511   4,109,773,183
2469     4,977,504         23  FUTURE      1,737,543,852   2,899,349,607     345,693,041
2470     4,979,520         23  FUTURE      1,206,656,698   3,122,588,743     876,580,195
2471     4,981,536         23  FUTURE        675,769,544   3,362,539,304   1,407,467,349
2472     4,983,552         23  FUTURE        144,882,390   3,602,555,400   1,938,354,503
2473     4,985,568         23  FUTURE      3,908,962,532   3,825,794,792   2,469,241,657
2474     4,987,584         23  FUTURE      3,378,075,378   4,065,745,353   3,000,128,811
2475     4,989,600         23  FUTURE      2,847,188,224      10,859,689   3,531,015,965
2476     4,991,616         23  FUTURE      2,316,301,070     250,810,250   4,061,903,119
2477     4,993,632         23  FUTURE      1,785,413,916     474,049,386     297,822,977
2478     4,995,648         23  FUTURE      1,254,526,762     714,065,482     828,710,131
2479     4,997,664         23  FUTURE        723,639,608     954,016,043   1,359,597,285
2480     4,999,680         23  FUTURE        192,752,454   1,177,255,179   1,890,484,439
2481     5,001,696         23  FUTURE      3,956,832,596   1,417,271,531   2,421,371,593
2482     5,003,712         23  FUTURE      3,425,945,442   1,657,222,092   2,952,258,747
2483     5,005,728         23  FUTURE      2,895,058,288   1,880,461,228   3,483,145,901
2484     5,007,744         23  FUTURE      2,364,171,134   2,120,477,324   4,014,033,055
2485     5,009,760         23  FUTURE      1,833,283,980   2,360,427,885     249,952,913
2486     5,011,776         23  FUTURE      1,302,396,826   2,600,443,981     780,840,067
2487     5,013,792         23  FUTURE        771,509,672   2,823,683,117   1,311,727,221
2488     5,015,808         23  FUTURE        240,622,518   3,063,633,678   1,842,614,375
2489     5,017,824         23  FUTURE      4,004,702,660   3,303,650,030   2,373,501,529
2490     5,019,840         23  FUTURE      3,473,815,506   3,526,823,631   2,904,388,683
2491     5,021,856         23  FUTURE      2,942,928,352   3,766,839,727   3,435,275,837
2492     5,023,872         23  FUTURE      2,412,041,198   4,006,855,823   3,966,162,991
2493     5,025,888         23  FUTURE      1,881,154,044   4,230,029,424     202,082,849
2494     5,027,904         23  FUTURE      1,350,266,890     175,143,760     732,970,003
2495     5,029,920         23  FUTURE        819,379,736     415,159,856   1,263,857,157
2496     5,031,936         23  FUTURE        288,492,582     638,333,457   1,794,744,311
2497     5,033,952         23  FUTURE      4,052,572,724     878,349,809   2,325,631,465
2498     5,035,968         23  FUTURE      3,521,685,570   1,118,365,905   2,856,518,619
2499     5,037,984         23  FUTURE      2,990,798,416   1,358,316,466   3,387,405,773
2500     5,040,000         24  FUTURE      2,105,986,493   3,184,363,133   4,272,217,696
2501     5,042,016         24  FUTURE      1,575,099,339   3,407,602,269     508,137,554
2502     5,044,032         24  FUTURE      1,044,212,185   3,647,552,830   1,039,024,708
2503     5,046,048         24  FUTURE        513,325,031   3,887,568,926   1,569,911,862
2504     5,048,064         24  FUTURE      4,277,405,173   4,110,808,318   2,100,799,016
2505     5,050,080         24  FUTURE      3,746,518,019      55,857,119   2,631,686,170
2506     5,052,096         24  FUTURE      3,215,630,865     295,873,215   3,162,573,324
2507     5,054,112         24  FUTURE      2,684,743,711     535,823,776   3,693,460,478
2508     5,056,128         24  FUTURE      2,153,856,557     759,062,912   4,224,347,632
2509     5,058,144         24  FUTURE      1,622,969,403     999,079,008     460,267,490
2510     5,060,160         24  FUTURE      1,092,082,249   1,239,029,569     991,154,644
2511     5,062,176         24  FUTURE        561,195,095   1,462,268,705   1,522,041,798
2512     5,064,192         24  FUTURE         30,307,941   1,702,284,801   2,052,928,952
2513     5,066,208         24  FUTURE      3,794,388,083   1,942,235,618   2,583,816,106
2514     5,068,224         24  FUTURE      3,263,500,929   2,165,474,754   3,114,703,260
2515     5,070,240         24  FUTURE      2,732,613,775   2,405,490,850   3,645,590,414
2516     5,072,256         24  FUTURE      2,201,726,621   2,645,441,411   4,176,477,568
2517     5,074,272         24  FUTURE      1,670,839,467   2,885,457,507     412,397,426
2518     5,076,288         24  FUTURE      1,139,952,313   3,108,696,643     943,284,580
2519     5,078,304         24  FUTURE        609,065,159   3,348,647,204   1,474,171,734
2520     5,080,320         24  FUTURE         78,178,005   3,588,663,300   2,005,058,888
2521     5,082,336         24  FUTURE      3,842,258,147   3,811,837,157   2,535,946,042
2522     5,084,352         24  FUTURE      3,311,370,993   4,051,853,253   3,066,833,196
2523     5,086,368         24  FUTURE      2,780,483,839   4,291,869,349   3,597,720,350
2524     5,088,384         24  FUTURE      2,249,596,685     220,141,190   4,128,607,504
2525     5,090,400         24  FUTURE      1,718,709,531     460,157,286     364,527,362
2526     5,092,416         24  FUTURE      1,187,822,377     700,173,382     895,414,516
2527     5,094,432         24  FUTURE        656,935,223     923,346,983   1,426,301,670
2528     5,096,448         24  FUTURE        126,048,069   1,163,363,079   1,957,188,824
2529     5,098,464         24  FUTURE      3,890,128,211   1,403,379,431   2,488,075,978
2530     5,100,480         24  FUTURE      3,359,241,057   1,643,329,992   3,018,963,132
2531     5,102,496         24  FUTURE      2,828,353,903   1,866,569,128   3,549,850,286
2532     5,104,512         24  FUTURE      2,297,466,749   2,106,585,224   4,080,737,440
2533     5,106,528         24  FUTURE      1,766,579,595   2,346,535,785     316,657,298
2534     5,108,544         24  FUTURE      1,235,692,441   2,569,774,921     847,544,452
2535     5,110,560         24  FUTURE        704,805,287   2,809,725,482   1,378,431,606
2536     5,112,576         24  FUTURE        173,918,133   3,049,741,578   1,909,318,760
2537     5,114,592         24  FUTURE      3,937,998,275   3,272,980,970   2,440,205,914
2538     5,116,608         24  FUTURE      3,407,111,121   3,512,931,531   2,971,093,068
2539     5,118,624         24  FUTURE      2,876,223,967   3,752,947,627   3,501,980,222
2540     5,120,640         24  FUTURE      2,345,336,813   3,992,963,723   4,032,867,376
2541     5,122,656         24  FUTURE      1,814,449,659   4,216,137,324     268,787,234
2542     5,124,672         24  FUTURE      1,283,562,505     161,251,660     799,674,388
2543     5,126,688         24  FUTURE        752,675,351     401,267,756   1,330,561,542
2544     5,128,704         24  FUTURE        221,788,197     624,441,357   1,861,448,696
2545     5,130,720         24  FUTURE      3,985,868,339     864,457,709   2,392,335,850
2546     5,132,736         24  FUTURE      3,454,981,185   1,104,473,805   2,923,223,004
2547     5,134,752         24  FUTURE      2,924,094,031   1,327,647,406   3,454,110,158
2548     5,136,768         24  FUTURE      2,393,206,877   1,567,663,502   3,984,997,312
2549     5,138,784         24  FUTURE      1,862,319,723   1,807,614,063     220,917,170
2550     5,140,800         24  FUTURE      1,331,432,569   2,030,853,199     751,804,324
2551     5,142,816         24  FUTURE        800,545,415   2,270,869,295   1,282,691,478
2552     5,144,832         24  FUTURE        269,658,261   2,510,819,856   1,813,578,632
2553     5,146,848         24  FUTURE      4,033,738,403   2,750,836,208   2,344,465,786
2554     5,148,864         24  FUTURE      3,502,851,249   2,974,075,344   2,875,352,940
2555     5,150,880         24  FUTURE      2,971,964,095   3,214,025,905   3,406,240,094
2556     5,152,896         24  FUTURE      2,441,076,941   3,454,042,001   3,937,127,248
2557     5,154,912         24  FUTURE      1,910,189,787   3,677,281,137     173,047,106
2558     5,156,928         24  FUTURE      1,379,302,633   3,917,231,698     703,934,260
2559     5,158,944         24  FUTURE        848,415,479   4,157,247,794   1,234,821,414
2560     5,160,960         24  FUTURE        317,528,325      85,585,170   1,765,708,568
2561     5,162,976         24  FUTURE      4,081,608,467     325,535,987   2,296,595,722
2562     5,164,992         24  FUTURE      3,550,721,313     565,552,083   2,827,482,876
2563     5,167,008         24  FUTURE      3,019,834,159     788,791,219   3,358,370,030
2564     5,169,024         24  FUTURE      2,488,947,005   1,028,741,780   3,889,257,184
2565     5,171,040         24  FUTURE      1,958,059,851   1,268,757,876     125,177,042
2566     5,173,056         24  FUTURE      1,427,172,697   1,508,708,437     656,064,196
2567     5,175,072         24  FUTURE        896,285,543   1,731,947,573   1,186,951,350
2568     5,177,088         24  FUTURE        365,398,389   1,971,963,669   1,717,838,504
2569     5,179,104         24  FUTURE      4,129,478,531   2,211,914,486   2,248,725,658
2570     5,181,120         24  FUTURE      3,598,591,377   2,435,153,622   2,779,612,812
2571     5,183,136         24  FUTURE      3,067,704,223   2,675,169,718   3,310,499,966
2572     5,185,152         24  FUTURE      2,536,817,069   2,915,120,279   3,841,387,120
2573     5,187,168         24  FUTURE      2,005,929,915   3,138,359,415      77,306,978
2574     5,189,184         24  FUTURE      1,475,042,761   3,378,375,511     608,194,132
2575     5,191,200         24  FUTURE        944,155,607   3,618,326,072   1,139,081,286
2576     5,193,216         24  FUTURE        413,268,453   3,858,342,168   1,669,968,440
2577     5,195,232         24  FUTURE      4,177,348,595   4,081,581,560   2,200,855,594
2578     5,197,248         24  FUTURE      3,646,461,441      26,630,361   2,731,742,748
2579     5,199,264         24  FUTURE      3,115,574,287     266,646,457   3,262,629,902
2580     5,201,280         24  FUTURE      2,584,687,133     489,820,058   3,793,517,056
2581     5,203,296         24  FUTURE      2,053,799,979     729,836,154      29,436,914
2582     5,205,312         24  FUTURE      1,522,912,825     969,852,250     560,324,068
2583     5,207,328         24  FUTURE        992,025,671   1,193,025,851   1,091,211,222
2584     5,209,344         24  FUTURE        461,138,517   1,433,041,947   1,622,098,376
2585     5,211,360         24  FUTURE      4,225,218,659   1,673,058,299   2,152,985,530
2586     5,213,376         24  FUTURE      3,694,331,505   1,896,231,900   2,683,872,684
2587     5,215,392         24  FUTURE      3,163,444,351   2,136,247,996   3,214,759,838
2588     5,217,408         24  FUTURE      2,632,557,197   2,376,264,092   3,745,646,992
2589     5,219,424         24  FUTURE      2,101,670,043   2,616,214,653   4,276,534,146
2590     5,221,440         24  FUTURE      1,570,782,889   2,839,453,789     512,454,004
2591     5,223,456         24  FUTURE      1,039,895,735   3,079,469,885   1,043,341,158
2592     5,225,472         24  FUTURE        509,008,581   3,319,420,446   1,574,228,312
2593     5,227,488         24  FUTURE      4,273,088,723   3,542,659,838   2,105,115,466
2594     5,229,504         24  FUTURE      3,742,201,569   3,782,610,399   2,636,002,620
2595     5,231,520         24  FUTURE      3,211,314,415   4,022,626,495   3,166,889,774
